18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
18,14,10,10,10,10,10,10,10,10,10,10,10,16,18,18,18,18,18,18,18,18,18,18,18
18,07,05,05,05,05,05,05,05,05,05,05,05,19,18,18,18,18,18,18,18,18,18,18,18
18,07,05,05,05,05,05,05,05,05,05,05,00,19,18,18,18,18,18,18,18,18,18,18,18
18,07,05,05,05,05,05,05,05,05,05,05,00,19,18,18,18,18,18,18,18,18,18,18,18
18,07,05,05,05,05,05,05,05,05,05,05,13,15,18,18,18,18,18,18,18,18,18,18,18
18,07,05,05,05,05,05,05,05,05,05,05,19,18,18,18,18,14,10,10,10,10,10,10,16
18,07,05,05,05,05,05,05,05,05,05,05,11,10,10,10,10,09,05,01,01,01,01,02,19
18,07,05,05,05,05,05,05,05,05,05,05,00,00,00,00,00,00,05,00,00,00,00,03,19
18,07,05,05,05,05,05,05,05,05,05,05,00,00,00,00,00,00,05,00,00,00,00,03,19
18,07,05,05,05,05,05,05,05,05,05,05,05,13,17,17,17,06,05,02,05,05,05,04,19
18,07,05,05,05,05,05,05,05,05,05,05,05,19,18,18,18,12,17,17,17,17,17,17,15
18,07,05,05,05,05,05,05,05,05,05,05,13,15,18,18,18,18,18,18,18,18,18,18,18
18,07,05,05,05,05,05,05,05,05,05,05,19,18,18,18,18,18,18,18,18,18,18,18,18
18,07,05,05,05,05,05,05,05,05,05,05,19,18,18,18,18,18,18,18,18,18,18,18,18
18,07,05,05,05,05,05,05,05,05,05,05,19,18,18,18,18,18,18,18,18,18,18,18,18
18,12,17,17,17,17,17,17,17,17,17,17,15,18,18,18,18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18

